5.2|設問必有答案，反問必無立場^反問含確定意思，設問未必立即自答|有問號就無須分辨功能^形式同為問句，語用功能不同|反問只可表達否定意思^還原後也可能是肯定意思
5.3|三句結構相同就必然層遞^層遞還需程度或次序推進|用了排比便不能同時層遞^兩者可分別從結構與尺度成立|層遞只看聲母是否相同^聲音關係不是層遞的判準
5.4|引用與用典都必須完整敘事^用典常壓縮典故，引用也可只引短句|用典毋須任何可追溯的來歷^有來歷的故事人物詞語參與表意|凡引用都是用典，毋須再看內容^兩者著眼不同，須看背景如何融入
5.5|同字重疊與整句再現毫無區別^前者偏形態，後者偏強調安排|整句隔段再現只能叫疊字^這較符合間隔反復|尋尋覓覓不能從語音形態分析^相同字直接重疊可析疊詞
5.6|伏筆只營造氣氛，不需後文回應^伏筆重後文線索應驗|鋪墊每一個細節都須成為謎底^鋪墊可準備背景氣氛或條件|兩者只看文字長短即可分辨^須看對後文的作用
5.7|插敘不回主線，補敘必定開篇^插敘通常回主線，補敘是後文補足|凡過去的事都只能叫插敘^倒敘回憶等也涉及過去，要看敘述位置|只靠字數判斷插敘補敘^須看主線是否暫停及補充所在位置
6.0|先寫結局再回到事件起點^這是倒敘安排|主線中插入另一時段再返回^這是插敘安排|按重要程度打亂事件先後^順敘依時間或發展次序
6.1|必須把每件事由後往前倒著寫^倒敘通常先突出結局再回到發展順序|在任何句子使用過去式就成立^要看全篇敘述安排|完全刪去事件的起因和經過^倒敘仍可交代來龍去脈
6.2|故事一開始直接從結果說起^這是倒敘，不是主線暫停|插入內容必須與主線無關^插敘須有補充解釋等關聯|插入片段後永遠不可回主線^通常會回到原敘述
6.3|必須先完整交代一切細節^補敘是後文補前文未充分交代的資料|必須把全篇按倒序重寫^補足資料並不等於倒敘|補充內容不能解釋前因後果^補敘正可補足因果和懸念
6.4|把毫無意義聯繫的材料拼湊^散敘仍須有意義聯繫|每件事必須無縫按時間連續^時間可不連貫|只用於逐日流水帳^散敘著眼多側面組織主題
6.5|所有情節都必須同樣詳細^要依主題和人物轉變分配篇幅|略寫的部分必定毫無作用^略寫仍可過渡總結|只要情節發生得早就應詳寫^詳略依主題關係而非早晚
6.6|能確知所有人物未表露的內心^第一人稱視野受我所知限制|絕對不能抒發個人感情^當事人視角便於直接抒情|看到我字就證明全篇皆真人真事^人稱形式不保證紀實真偽
6.7|一定由作者本人作當事人敘事^這混同第一人稱|只能寫我親眼看見的範圍^第三人稱敘述範圍通常較廣|不能敘述他人的經歷^旁觀角度可以敘述他人經歷
6.8|同段可任意換人稱而不交代^轉換須清楚，避免視角混亂|任何題材都只能用第一人稱^應按題材内容選擇|使用第三人稱就必須沒有感情^人稱不等於感情有無
6.9|以房間道路位置為組織標準^這屬空間線索|以一件物品反覆出現為標準^這屬事物線索|把情緒由喜到悲作唯一時間證據^情緒轉變本身屬感情線索
6.10|按人物出生先後排列故事^這依時間先後|只看文章是否出現地名^地名須實際組織敘述次序|必須作者一直站在原地^空間線索可隨位置變換展開
6.11|物件只出現一次就必為線索^須能串連材料，不能只看出現|只要按年份敘事便是事物線索^那是時間線索|具體事件不能成為線索^事件或物件均能串連人事
6.12|只要列出人名就算人物線索^須圍繞人物事跡性格組織材料|以日出日落必然構成人物線索^這主要是時間推移|材料與該人物完全無關也成立^相關材料應回到核心人物
6.13|只按道路轉彎方向串連^這屬空間轉換|感情必須自始至終完全不變^也可由感情的變化貫串|只要一句表露感情就足以判定^需要看感情是否實際組織全文
7.0|只從旁人評價間接交代對象^這較屬側面描寫|只能描寫外貌不能寫行動^正面人物描寫也含行動語言心理|寫景物永遠不能用正面描寫^也可直接描繪景物本身
7.1|只寫人物心中未說出的念頭^這屬心理描寫|只列五官資料便必然刻畫性格^要分析外部特徵如何表現形象|服飾和神情都不算外貌描寫^兩者均屬外部特徵
7.2|只引述人物說過的話^這主要是語言描寫|只能列動詞，毋須聯繫動機^分析還須由行為理解人物|旁人對人物的評價等於行動^評價不是主體的動作行為
7.3|只分析說話音量，不看內容^語言內容與語氣都重要|只能記錄對話不能記錄獨白^獨白也屬人物語言|寫出對話就不能反映身分性格^語言可呈現身分及個性
7.4|只要描寫衣服顏色便成立^這是外貌而非內心|只有第一人稱才能寫心理^敘述者也可描述人物心態|心理描寫只指身體疼痛^內心感受聯想想法均在範圍
7.5|直接逐項列出主體五官^這是正面描寫|旁人的反應與主體無須關聯^須能間接突出主要對象|側面描寫不能刻畫人物^它正可烘托人物形象
7.6|只須寫旁人，完全不指向主體^反應須用來突出主體|所有人物必須同時自述心理^不是此手法的必要條件|只能作者直接下評語^旁人的反應可以間接烘托
7.7|景物一定與人物心情相同^也可能反襯，要看具體關係|凡有地點名稱就完成烘托^需要環境特徵與人物的關聯|環境只能裝飾，不能推動情節^可交代情境並配合人物動態
7.8|大量華麗比喻誇張是必要條件^白描以簡潔質樸勾勒為特點|完全不描寫特徵才叫白描^仍須抓住對象特徵|字數少的句子一定是白描^還要看是否質樸及修飾方式
7.9|必須刪去所有感官和細節^細描重細緻刻畫|只報告對象名字而不展開^這不能使對象纖毫畢現|不能使用比喻或色彩語言^細描常可鋪陳渲染並用修辭
8.0|只記錄對象永久不變的狀態^這較屬靜態|靜物永遠不可能寫出動感^可賦予靜態事物動感|必須描述人物奔跑才成立^景物的活動變化也可動態描寫
8.1|只能寫死物，不能寫環境^靜態包括環境氛圍|畫面中一有生命便不成立^要看描寫的狀態是否靜止|只寫事件發展的急速轉折^那是動態或情節推進
8.2|同段有動詞就一定動靜結合^須同時有動態及靜態層次|所有動靜結合都只能以靜襯動^也可用動襯靜或互相配合|動與靜互相抵消而沒有作用^配合可使畫面有層次
8.3|必須湊齊五種感官才算^通常選兩三種即可|只列五個顏色便有五種感官^五個顏色仍屬視覺|多感官一定是把一感官移寫另一感官^那是通感，多感官可各自描寫
8.4|遠看近看不算角度變換^遠近正是觀察角度|只能指人物立場的政治差異^本項指景物觀察角度|必須每句都換一個地方^視角也可在定點轉換
8.5|只描述一人的名字就構成場面^場面需特定時空下的環境及人物活動|所有場面描寫都必定推動情節^須按內容判斷具體作用|不能寫人物心理只能寫建築^可配合人物行為與心理
8.6|觀察者完全不動而轉移視線^這是定點描寫|按春夏秋冬改變景物^這是隨時推移|沿途景物可以毫無行進次序^步移依觀察者移動逐一展開
8.7|視線也必須完全固定不動^固定的是立足點，視線可轉移|每描寫一物就走到新位置^這是步移法|不能看遠處或高處^可依視線轉換遠近高低
8.8|只按建築物左右位置排列^這是空間順序|景物必須全程毫無變化^重點是不同時間的面貌變化|只限一日早晚，不能寫四季^季節晴雨等變化都可採用
9.0|堆砌例子而不指出本質^定義須界定本質特徵|只表達個人喜惡便可定義^個人感受不是準確界定|定義可以含糊而無範圍^應簡明準確地限定概念
9.1|數字愈大就必然愈可信^可信須可核實|誇張數量可當統計引用^修辭數字不等於可靠數據|不能用比例或年份說明^數量比例年份均可用
9.2|例子必須與對象無關^須有代表性並說明對象|假設情況必須冒充實際發生^應明示是假設|列出例子後永遠不需說明關係^要說清例子如何幫助理解
9.3|分類標準可以前後任意混用^穩定標準才能條理清楚|只把資料打散排列便足夠^須按一定標準分門別類|每類都不需要分別說明^分類後仍需逐類說明
9.4|引用任何名句都必增加權威^材料須與說明對象相關|只能引用詩句而不能資料記錄^文獻及資料記錄也可引用|引文不需要準確便有說服力^不準確材料削弱可信度
9.5|只把兩個無相似點的事物硬連^比喻須有相似點|一定使原理更抽象難懂^目的在由熟悉具體幫助理解|有比喻就不需要解釋說明對象^仍要對準對象的特徵
9.6|只要名稱相近便可推出同一性質^須建立合理的相近性質關係|目的只在比較兩者誰較貴^不是類比說明的必要目的|已知事物與未知事物不能有共通點^共通點正是說明橋樑
9.7|只能指出相同，不能指出差別^可比較相同和不同|比較雙方可完全不在同一角度^共同比較角度才有意義|必須三種以上才准比較^兩種也可比較
9.8|只能下概括定義，不能寫形態^描述說明可細述形態狀態|細節必須與說明對象無關^細節要使讀者理解對象|只要抒發愁緒就完成描述說明^需具體說明對象某方面
9.9|由屋外到屋內依次說明^這依空間位置|從最昂貴到最便宜排列^這按價值尺度，不是時間|由總概念分成各類就是時間順序^那是總分或分類安排
9.10|由古代到現代依次說明^這是時間順序|由原因推至結果便是空間順序^那是事理邏輯|任何地方出現方位詞便足夠^方位須實際組織說明內容
9.11|先分項，最後才概括一定是總分^那是分總|分項可以與總述毫無關係^分項須受總述統攝|總分只可有一個分項^可有多個分項
9.12|所有說明文必須只用總分^還可分總、總分總或邏輯安排|組織方式可以不看對象就指定^應按對象與實際需要|按因果組織一律算時間順序^因果是事理關係，不等同時間表
10.0|例子只要感人，不用支持論點^須說明事例如何支持主張|假設例可以冒稱歷史事實^設想情境必須明示|堆疊事例便可省去論證聯繫^須建立事與理的關係
10.1|名人說過就保證任何結論正確^引言仍須相關可靠並有推理|只能引用具體事件不用言論^本項主要援引道理言論|不需辨明引言支持哪個論點^應聯繫所論證主張
10.2|把毫不相關兩物並排即可^需針對對立點及共同角度|只能比較相同特徵^著重對立的屬性或道理|有了對比就不用指出立場^還需由比較支持觀點
10.3|正面反面應論證兩個無關主張^兩面共同支持同一觀點|反面材料一定是作者認同的做法^反面可用來顯出不當及後果|正反論證與對比毫無重疊^兩者可有部分重疊
10.4|只寫漂亮比喻而不用說理^要交代比喻與道理的共同點|本體喻體完全不同也不影響^需有相同或相似性質|比喻可以代替一切證據和推理^仍須合理闡釋對應關係
10.5|只因名字相同便推論性質相同^類比須抓合理共通點|任何一處相似即可保證所有性質一致^類比不能無限擴張|比較時不必指出由何事推知何事^需說明推論的方向和聯繫
10.6|先後發生一定證明互為因果^時間先後本身不足證因果|只寫結果而不能分析原因^原因結果與關係均須分析|無須說明因果如何支持主張^因果分析用來證明論點
10.7|由多個個案概括共同規律^這是歸納的常見方向|先假設結論正確便完成推論^演繹須有合邏輯的前提與推導|任何一般原則可套用任意個案^個案須符合原則的適用條件
10.8|由一般規則直接推出個別結論^這是演繹的常見方向|一個不具代表性例子足以證明所有情況^歸納需要多項可靠證據|只列事例永遠不需概括共通點^須由共通點形成一般結論
10.9|敘事愈詳細便必然說理愈強^記事應服務說理，不必鉅細無遺|事件與道理毫無聯繫也成立^事與理須緊密聯繫|凡記敘文章都一定以說理為主^借事說理須以表達道理為目的
10.10|只列物品價格便完成託物說理^須由物的特徵寄託思想品格等|事物特性與寄託內容可以相反且不解釋^應交代合理對應|只要寫到物件就必定寄託道理^須有具體的寄託關係
11.0|作者用來支持主張的例子就是論點^例子通常屬論據|只要是文章標題便一定是論點^標題可只是話題，須看主張|論點只能贊成不能反對^作者也可提出反對或要求
11.1|每段細節都各自成為中心論點^總主張統攝各部分|只指第一句而不看全文^須依全篇論證判斷|各段可以共同反對中心論點而不說明^分論述應支援總主張
11.2|分論點應與中心毫無關聯^需從不同角度支持中心|每個例子都必定是分論點^事例是材料，分論點是主張|分論點只能重抄中心原句^可補充不同角度的論述
11.3|只要有利於主張就可以捏造^論據須真實可靠|假設情境不需明示其假設性^不能冒充已發生事實|作者要證明的主張本身就已是證據^論點與支援它的事實理由不同
11.4|未發生的假設情境可當事實^事實論據指實際發生或可核實材料|只有古代事件才算事實論據^統計新聞等也可以|個人希望事情如此就算事實^願望不是已發生的證據
11.5|道理論據只限精確人口數字^數字較屬事實材料|所有道理都不必檢查是否適用^須與主張相關合理|寓言沒有真人便不能用來說理^可從其說理意義作道理論據
11.6|越罕見越不具代表性越有力^事例重代表性與相關性|當前事件必定是歷史史例^應區分例子時代|事例本身不需支持任何觀點^例證須服務論點
11.7|只要故事有古人姓名就必為史實^要核對是否真實歷史事件|歷史久遠便與論點無須聯繫^仍須解釋支持关系|明示假設的古代場景等同史例^設例不能冒作歷史事實
11.8|設想情況應寫成確曾發生^須明示假設|只有真的發生才可稱設例^設例正是設想情境|假設前提與論點可以毫無關係^推演仍須合理支持主張
11.9|記錄一件戰事的年代就屬語例^語例重援引言論|任何人物對話都必是權威論據^需與觀點相關且有說理作用|以名人格言論證不能再說引用^可同時從引用論證角度分析
12.0|必須先借景物暗示才成立^直接抒情不必借其他載體|只適用於詩歌不能用散文^不同文體都可直接表情|只要寫出景物顏色就算直接抒情^需直截說出自己的感情
12.1|完全沒有感情才叫間接抒情^感情滲透於所敘所描|只可以借景，不能借事或物^事件物件旁人環境都可依託|看到任何物件就必定抒情^須有感情寄託關係
12.2|事件只要完整，感情可以無關^情感須與選材情節相連|只可記一件事不能寫零碎事件^也可通過多件事表情|先把感情說盡再刪掉全部事件^本項須藉敘事作具體依託
12.3|任何景物描寫都必定包含情感^需要具體分析景與情關係|只能抒發愉快，不能悲愁^不同景物安排可表達不同感情|只列景物名稱就算分析完整^須說明景物如何寄託情感
12.4|只報物品用途而無聯想寄託^須由物的特徵聯繫情感抱負|只能借自然風景，不能物件^物件也可作具體依託|物的特徵與人物品格無需聯繫^關係應具體可解釋
12.5|先有感情再把它投射到景物^這較接近緣情寫景的方向|看景後一定只能產生喜悅^可觸發不同情思|先寫景後寫事便必然觸景生情^仍須景物觸發情思的聯繫
12.6|只是客觀列景，不能含主觀感受^主觀感情正融入景物文字|必須寫完景物再直接說出感情^寫景文字本身也可抒情|景情完全相離也叫情景交融^須有投射或融合關係
13.0|開首必須隱藏主題到最後^此法強調開首即點題|所有文章首句都是下筆立論^首句未必提出觀點|只有記敘文可以開門見山^論說也可開首先立論
13.1|開首把所有原因結局解釋完^這難留下追讀疑問|只要任意刪掉關鍵資訊便足夠^懸念須與後文解釋有關|懸念一定要是刑事案件^一般人物事件疑團亦可
13.2|每一細節都必須後來應驗為伏筆^鋪墊也可為氣氛條件蓄勢|只能出現在文章最後一段^一般先為後面重點準備|次要材料越多越好而毋須關聯^需服務後面主要內容
13.3|只寫背景氣氛而沒有後文線索^這可能是鋪墊，未必伏筆|後文應驗不需與前文提示對應^須有可辨認的提示聯繫|直接提前說盡所有結果才叫伏筆^伏筆常是含蓄提示
13.4|只要第一字最後一字相同便成立^須內容提示重申或揭示的關聯|只限完全逐字重抄首段^可補充回應或揭示|文章中間兩句相應必是首尾呼應^首尾呼應有位置條件
13.5|只有第一段和最後一段可以呼應^不同位置也可有多處呼應|任何重字都構成內容呼應^須看內容或線索關係|後文必須與前文毫無關係^呼應正加強統一連貫
13.6|只要用了但是便必定承上啟下^要實際承接上文開啟下文|過渡只能是一整段不能是一詞^字詞句子段落均可銜接|過渡內容應與上下文完全無關^過渡如橋樑連接內容
13.7|先肯定再轉為否定^這是先揚後抑|前後都一直讚美沒有轉折^不構成抑後再揚|先後評價可針對完全無關對象^需要能形成針對性轉折的聯繫
13.8|先貶低再肯定人物^這是先抑後揚|只要文章結尾悲傷就一定成立^須先有肯定後有否定安排|前後均否定而無變化^缺少先揚的部分
13.9|先樹立己見，最後才駁對手^這不是先破後立的順序|只提出錯誤觀点而不反駁^破須駁斥，不能只是轉述|只破不立就已完全符合此法^還須確立自己的主張
13.10|材料順序可以隨意排列^應有可辨認的逐層尺度|只能程度增加，不能由整體到局部^可依大小遠近內外等展開|只要三個詞重複就是層層遞進^重複本身不足形成推進
13.11|只記古代日期而與現實無關^需藉古人事影射當下|只能直接點名罵當代人物^可含蓄寄意達到言外效果|凡評論古人都必是借古諷今^要有古今關係的文本依據
13.12|比喻越多越好而不必合內容^應適當並有相似點|篇章手法與修辭絕不能重疊^可從不同層面同時分析|只要出現如字就一定是比喻^仍須有本體喻體和相似點
13.13|把想像內容直接冒稱歷史事實^想像不是已核實史實|想像只能憑空而與材料毫無關係^可依既有材料觀念聯想創造|所有想像都只能表現愉快^可服務多種情境和感情
14.0|先交代結局再返回起因^這較屬倒敘起首|先羅列所有未出場人物生平^開首宜迅速建立情境|只要開首有日期就完成情境^還需按需要交代人物場景等
14.1|必須從最早日期開始逐日寫^那是順敘|把結果寫出後禁止回憶^倒敘起首通常回頭引出經過|只要開首用過去式就算倒敘^關鍵是結果先行與時間安排
14.2|景物必須與人物心境完全無關^可由環境心境帶入主題|只有列景物名字，不需具體氣氛^需描寫以渲染或觸情|景物開頭只能用於說明數據^可用於記敘抒情
14.3|名句越著名越不用扣題^須與主題相關|只能抄名言而不能引入內容^引文應帶出主題|任何無關格言都能加分^無關引文不能有效開篇
14.4|把事件全貌一次交代清楚^此法先留部分疑問|懸念可以後文完全不再理會^須有合理下文展開|只需使用問號就構成懸念^關鍵是讓讀者追問事件全貌
14.5|開首把所有微小細節逐項列盡^概括先建立整體印象|完全不指明對象也能概括形象^需讓讀者知道所寫人景|只可概括人物不能場景^兩者均可作整體描寫
14.6|只可用名言不能生活事例^事例時事故事也可引入|材料與討論主題無須關聯^須由材料帶出主題|引用越長便必然越有效^應精選相關內容而非堆長度
14.7|先給大量例子但不界定詞義^定義起首重概念範圍|關鍵詞可以前後任意換義^須穩定討論範圍|只報自己的喜好就算定義^定義需解釋關鍵概念
14.8|先提出相反意見並完全贊成^此法需明確反對並立己見|只罵對手而不用分析觀點^論述應有針對性理由|不能讓讀者知道自己的立場^應提出個人立場
15.0|六要素必須每項同樣篇幅^一般以經過為敘事重心|只列時間地點便六項齊全^尚有人物起因經過結果|所有事件均應刪去經過^經過通常須較多篇幅
15.1|所有事件都按相同強度平鋪^變化轉折高潮帶出發展|高潮必須與主題和人物無關^重點應配合情感或人物轉變|越多巧合越能保證合理^起伏仍須合乎情節關係
15.2|只用好人壞人標籤就足夠^要用具體細節刻畫性格|四種描寫必須每段全數出現^按需要選擇，不必湊齊|外貌行動永遠不能反映性格^恰可從細節呈現性格
15.3|直接抒情必定真，間接必定假^直接間接是方式而非真偽|感情可與所寫內容完全無關^須與具體內容相連|間接抒情不能寫旁人反應^旁人事件環境均可依託
15.4|景物必須不受任何情緒影響^此法把喜怒哀樂融於景物|寫景只能提供地理資料^也可含蓄表情|只寫我很難過而毫無景物^這更屬直接抒情
15.5|每篇必須平均使用所有論證法^應按材料與論點選用|用了方法名稱就毋須論據^仍須有支持關係|各種方法可以支持完全相反立場而不說明^都應服務所要證明的觀點
15.6|角度越多越可偏離中心^各角度仍要回到中心|只列個人社會等名詞便足夠^每角度需要具體論述|任何題目都必須硬湊四個角度^應按內容需要選擇
15.7|正反兩面分別討論兩個無關話題^應共同把同一問題說完整|分析反面等於作者贊成反面^反面可作批評論證|只用正反兩字就完成論述^需要實質分析
15.8|先曲解對方意思再反駁就有效^應準確提出對方意見分析不足|駁論只能辱罵而不能說理^須有具體分析|不需要說清己方立場^反駁旨在使觀點更明確
15.9|只要首先其次排列就一定合邏輯^標示語須符合實際關係|每句都用最後才最有條理^詞語要配合位置次序|用了總括而言便不用總結^仍須有真正概括內容
15.10|主題句應只寫無關引言^須簡潔表達本段觀點|只能放段中，不能段首段尾^可在分論點起首或結尾|任何短句都一定是主題句^需概括本段主張
16.0|結尾另起無關事件才算呼應^應回應首段內容線索|必須逐字照抄第一段^可以補充揭示或重申|只要字數相等就是首尾呼應^重點在內容關係
16.1|只能重述過去，不能寫未來^展望由當前推向未來|任何空泛口號都能延伸主題^需與當前經驗和主題相連|必須引入完全無關的新問題^展望應延伸已有主題
16.2|名言與全文無關也能點睛^須相關並回應主題|引文越長越能收束^應精準畫龍點睛|名言作結禁止留下餘韻^可收束並引人回味
16.3|結尾提一個毫無立場的新問題^反問包含確定意思|反問可與前文立場完全相反而不說明^應與已有論述一致|有問號就一定構成反問^須還原確定的肯定或否定意思
16.4|一開始已點題便必定卒章顯志^本項重結尾點明|結尾突然提出無關主題^需由前文自然導出|全文都不能有任何主題線索^前文可鋪陳，結尾再明確點出
16.5|結尾新增大量未討論細節^總結宜簡明概括既有重點|只重複最後一個字就叫總結^須概括主張或主要內容|總結應與全文結論矛盾^應統整並強調重點
17.0|羅列所有手法名稱就能完整作答^要選有證據的手法而非堆標籤|只抄題目即可代替手法名稱^須明確指出名稱|反襯和暗喻等分型都不用區分^需要時要精確到分型
17.1|引用整篇越長越有說服力^應摘關鍵短語或準確概括|證據可以憑印象改寫成相反意思^須準確|只列手法名而不用文本^分析要有具體文本依據
17.2|只寫生動形象就是成立分析^要說明本喻體或比較關係等條件|背出定義即可代替文本分析^要將條件對應實際例句|任何問法都只需寫作者悲傷^成立條件不同於泛稱情緒
17.3|把所有可能作用一律列出^要對準本句具體作用|只寫好看好聽便充分^應說清特徵情感形象觀點|作用與所引例句可以無關^需由證據推到具體效果
17.4|句子可以完全離開段落單判^需回到主旨語氣結構態度|所有文章都可套同一空泛評價^要依上下文限定|扣文只指重抄最後一句^需說明與上下文的意義關係
